Grid,xgrid,ygrid,T1_dS2S,T1_dS2S_Uncertainty,T1_Phi,T1_Phi_Uncertainty
2440,140.762263,36.2623028,0.1704,0.6196,50.87,28.74
2441,140.803928,36.2623028,0.1672,0.6341,49.07,28.92
2442,140.845593,36.2623028,0.1689,0.6633,50.69,29.2
2443,140.887258,36.2623028,0.1856,0.6871,49.12,29.48
2444,140.928923,36.2623028,0.2043,0.6986,50.52,28.97
2445,140.970588,36.2623028,0.2105,0.7056,51.55,29.17
2446,141.012253,36.2623028,0.1932,0.7155,50.15,29.18
2447,141.053918,36.2623028,0.152,0.736,49.31,29.1
2448,141.095583,36.2623028,0.1393,0.799,49.07,29.59
2449,138.304028,36.3039678,0.1664,0.7707,49.9,29.56
2450,138.345693,36.3039678,0.1931,0.6914,50.24,29.23
2451,138.387358,36.3039678,0.1964,0.6475,50.78,28.64
2452,138.429023,36.3039678,0.1565,0.6355,47.95,29.23
2453,138.470688,36.3039678,0.1086,0.624,52.29,28.81
2454,138.512353,36.3039678,0.05987,0.5595,48.28,28.79
2455,138.554018,36.3039678,-0.04317,0.5698,50.08,28.68
2456,138.595683,36.3039678,-0.1276,0.5691,48.55,28.58
2457,138.637348,36.3039678,-0.2114,0.5929,49.6,29.58
2458,138.679013,36.3039678,-0.3042,0.5926,48.77,29.58
2459,138.720678,36.3039678,-0.381,0.5711,50.06,28.92
2460,138.762343,36.3039678,-0.3637,0.5458,49.63,28.39
2461,138.804008,36.3039678,-0.3025,0.5453,49.28,29.25
2462,138.845673,36.3039678,-0.253,0.55,50.85,28.87
2463,138.887338,36.3039678,-0.2021,0.5316,50.3,28.6
2464,138.929003,36.3039678,-0.1403,0.4833,49.75,28.78
2465,138.970668,36.3039678,-0.1123,0.5256,50.57,28.98
2466,139.012333,36.3039678,-0.1157,0.5267,49.59,28.77
2467,139.053998,36.3039678,-0.09978,0.5581,49.97,28.95
2468,139.095663,36.3039678,0.01071,0.5188,50.78,28.02
2469,139.137328,36.3039678,0.2384,0.4631,50.03,29.49
2470,139.178993,36.3039678,0.7108,0.06708,0.5447,0.04626
2471,139.220658,36.3039678,0.2278,0.4678,50.79,29.25
2472,139.262323,36.3039678,0.02187,0.5041,51.39,28.73
2473,139.303988,36.3039678,-0.07836,0.5254,49.24,29.73
2474,139.345653,36.3039678,-0.08224,0.5625,51.75,28.82
2475,139.387318,36.3039678,-0.08684,0.5496,50.28,28.63
2476,139.428983,36.3039678,-0.06982,0.5497,49.1,28.78
2477,139.470648,36.3039678,-0.03781,0.5485,49.28,28.56
2478,139.512313,36.3039678,-0.04721,0.5806,48.7,28.44
2479,139.553978,36.3039678,-0.02493,0.6018,50.28,29.12
2480,139.595643,36.3039678,0.02798,0.6095,49.42,28.94
2481,139.637308,36.3039678,0.06724,0.5961,48.84,28.69
2482,139.678973,36.3039678,0.069,0.5933,48.97,28.74
2483,139.720638,36.3039678,0.1176,0.6175,48.55,28.92
2484,139.762303,36.3039678,0.1868,0.5836,49.54,28.43
2485,139.803968,36.3039678,0.2365,0.5697,49.99,28.87
2486,139.845633,36.3039678,0.2634,0.5607,50.36,28.36
2487,139.887298,36.3039678,0.2845,0.5596,51.38,28.86
2488,139.928963,36.3039678,0.3439,0.5462,49.36,28.94
2489,139.970628,36.3039678,0.3486,0.5326,49.63,27.8
2490,140.012293,36.3039678,0.3234,0.5295,50.01,29.06
2491,140.053958,36.3039678,0.2543,0.5124,50.52,29.45
2492,140.095623,36.3039678,0.1693,0.4844,51.38,29.1
2493,140.137288,36.3039678,0.2247,0.4481,49.02,29.44
2494,140.178953,36.3039678,0.2091,0.4937,50.36,29.35
2495,140.220618,36.3039678,0.2129,0.5263,49.62,28.72
2496,140.262283,36.3039678,0.247,0.5639,50.55,29.88
2497,140.303948,36.3039678,0.2484,0.5932,52.08,28.65
2498,140.345613,36.3039678,0.2134,0.6179,49.3,29.19
2499,140.387278,36.3039678,0.1988,0.6171,52.38,29.31
2500,140.428943,36.3039678,0.235,0.5951,48.33,28.85
2501,140.470608,36.3039678,0.2278,0.5766,48.01,28.84
2502,140.512273,36.3039678,0.2388,0.5591,49.47,29.03
2503,140.553938,36.3039678,0.1929,0.5313,48.41,29.27
2504,140.595603,36.3039678,0.1326,0.5103,48.68,29.21
2505,140.637268,36.3039678,0.116,0.4853,50.2,28.71
2506,140.678933,36.3039678,0.1071,0.5351,48.94,29.68
2507,140.720598,36.3039678,0.1255,0.5876,50.29,28.9
2508,140.762263,36.3039678,0.1504,0.6161,50.71,28.68
2509,140.803928,36.3039678,0.1375,0.6329,50.39,28.31
2510,140.845593,36.3039678,0.1732,0.6713,49.71,29.1
2511,140.887258,36.3039678,0.2011,0.6735,49.9,28.71
2512,140.928923,36.3039678,0.1926,0.6715,50.45,28.67
2513,140.970588,36.3039678,0.1914,0.6646,50.3,28.88
2514,141.012253,36.3039678,0.1806,0.6971,49.79,28.76
2515,141.053918,36.3039678,0.1543,0.7269,48.05,28.42
2516,141.095583,36.3039678,0.1466,0.7726,49,28.86
2517,138.304028,36.3456328,0.2367,0.7655,50.65,28.52
2518,138.345693,36.3456328,0.2643,0.6943,50.03,28.89
2519,138.387358,36.3456328,0.2975,0.6388,51.04,29.45
2520,138.429023,36.3456328,0.2616,0.6237,50.96,28.55
2521,138.470688,36.3456328,0.229,0.6056,48.81,28.33
2522,138.512353,36.3456328,0.1629,0.5913,48.65,28.89
2523,138.554018,36.3456328,0.05976,0.5656,51.32,29.05
2524,138.595683,36.3456328,-0.02596,0.5648,49.11,28.58
2525,138.637348,36.3456328,-0.1091,0.5987,50.51,28.89
2526,138.679013,36.3456328,-0.1722,0.6028,50.42,29.49
2527,138.720678,36.3456328,-0.236,0.5697,49.66,28.65
2528,138.762343,36.3456328,-0.2726,0.5832,48.61,28.1
2529,138.804008,36.3456328,-0.2511,0.5729,49.18,28.68
2530,138.845673,36.3456328,-0.2361,0.5866,49.62,29.11
2531,138.887338,36.3456328,-0.2269,0.5739,49.89,28.45
2532,138.929003,36.3456328,-0.1666,0.5609,49.51,28.61
2533,138.970668,36.3456328,-0.14,0.5685,50.46,28.95
2534,139.012333,36.3456328,-0.1394,0.5692,50.35,28.92
2535,139.053998,36.3456328,-0.1116,0.5653,49.91,29.1
2536,139.095663,36.3456328,-0.0291,0.5431,49.85,28.43
2537,139.137328,36.3456328,0.1115,0.5237,50.76,29.14
2538,139.178993,36.3456328,0.1788,0.4647,49.83,29.43
2539,139.220658,36.3456328,0.04962,0.488,51.19,29.1
2540,139.262323,36.3456328,-0.05844,0.5058,50.87,28.35
2541,139.303988,36.3456328,-0.1373,0.5282,50.57,29.65
2542,139.345653,36.3456328,-0.1397,0.5626,50.35,29.81
2543,139.387318,36.3456328,-0.1393,0.5551,50.09,28.38
2544,139.428983,36.3456328,-0.1299,0.5391,50.09,28.82
2545,139.470648,36.3456328,-0.08048,0.584,51.18,29.22
2546,139.512313,36.3456328,-0.08422,0.5582,50.7,28.81
2547,139.553978,36.3456328,-0.07167,0.5691,51.11,28.37
2548,139.595643,36.3456328,-0.001088,0.5694,51.06,28.32
2549,139.637308,36.3456328,0.04335,0.5832,49.11,28.56
2550,139.678973,36.3456328,0.0269,0.5799,49.38,28.92
2551,139.720638,36.3456328,0.09599,0.5805,52.08,28.26
2552,139.762303,36.3456328,0.1712,0.5833,50.72,28.76
2553,139.803968,36.3456328,0.2172,0.5877,49.57,29.65
2554,139.845633,36.3456328,0.2542,0.5589,51.17,29.17
2555,139.887298,36.3456328,0.3061,0.5338,49.41,28.55
2556,139.928963,36.3456328,0.3247,0.5163,50.11,29.05
2557,139.970628,36.3456328,0.3533,0.5131,49.76,28.86
2558,140.012293,36.3456328,0.3626,0.5044,49.57,28.53
2559,140.053958,36.3456328,0.3462,0.4839,49.28,28.59
2560,140.095623,36.3456328,0.3391,0.4535,52.48,28.76
2561,140.137288,36.3456328,0.4519,0.04237,0.4886,0.03013
2562,140.178953,36.3456328,0.3046,0.4516,50.69,28.79
2563,140.220618,36.3456328,0.2563,0.5305,49.49,28.91
2564,140.262283,36.3456328,0.2366,0.5592,50.5,28.78
2565,140.303948,36.3456328,0.1831,0.5751,48.89,28.67
2566,140.345613,36.3456328,0.1678,0.605,50.16,28.61
2567,140.387278,36.3456328,0.1285,0.6215,49.97,28.48
2568,140.428943,36.3456328,0.1542,0.5941,50.49,28.71
2569,140.470608,36.3456328,0.1554,0.5874,49.79,28.47
2570,140.512273,36.3456328,0.155,0.57,49.3,28.98
2571,140.553938,36.3456328,0.1251,0.5211,49.64,29.19
2572,140.595603,36.3456328,0.08355,0.4692,49.69,28.84
2573,140.637268,36.3456328,0.01665,0.06315,0.4616,0.04439
2574,140.678933,36.3456328,0.06763,0.5039,49.74,28.58
2575,140.720598,36.3456328,0.08405,0.5657,49.99,29.05
2576,140.762263,36.3456328,0.1244,0.6171,51.06,28.58
2577,140.803928,36.3456328,0.1588,0.6282,50.2,28.81
2578,140.845593,36.3456328,0.1448,0.653,49.91,28.29
2579,140.887258,36.3456328,0.182,0.65,50.78,28.43
2580,140.928923,36.3456328,0.1639,0.6541,50.03,28.94
2581,140.970588,36.3456328,0.1712,0.6492,48.23,28.74
2582,141.012253,36.3456328,0.1705,0.6248,49.23,29.3
2583,141.053918,36.3456328,0.1586,0.7069,49.85,29.43
2584,141.095583,36.3456328,0.1472,0.7784,49.22,28.63
2585,138.304028,36.3872978,0.2844,0.7858,50.67,29.42
2586,138.345693,36.3872978,0.2762,0.6827,50.8,28.79
2587,138.387358,36.3872978,0.3216,0.6118,49.41,28.55
2588,138.429023,36.3872978,0.3335,0.5639,50.11,28.97
2589,138.470688,36.3872978,0.3214,0.5734,50.91,28.86
2590,138.512353,36.3872978,0.2644,0.5499,49.04,28.45
2591,138.554018,36.3872978,0.1766,0.5356,47.78,28.86
2592,138.595683,36.3872978,0.08337,0.5549,48.83,29.08
2593,138.637348,36.3872978,-0.02913,0.5561,50.04,29.12
2594,138.679013,36.3872978,-0.07889,0.5808,50.59,28.89
2595,138.720678,36.3872978,-0.1763,0.5969,49.38,28.8
2596,138.762343,36.3872978,-0.2025,0.5914,50.91,28.53
2597,138.804008,36.3872978,-0.2053,0.5704,48.55,28.9
2598,138.845673,36.3872978,-0.2116,0.5614,50.12,28.74
2599,138.887338,36.3872978,-0.2175,0.559,50.99,28.74
2600,138.929003,36.3872978,-0.1732,0.5772,49.52,29.02
2601,138.970668,36.3872978,-0.1888,0.5838,49.59,29.3
2602,139.012333,36.3872978,-0.1835,0.5865,49.77,28.46
2603,139.053998,36.3872978,-0.1406,0.5603,50.17,28.45
2604,139.095663,36.3872978,-0.09874,0.5495,50.86,28.66
2605,139.137328,36.3872978,-0.05882,0.5454,52.15,29.51
2606,139.178993,36.3872978,-0.0773,0.528,49.96,29.4
2607,139.220658,36.3872978,-0.1302,0.4789,52.02,29.67
2608,139.262323,36.3872978,-0.2011,0.4956,49.39,28.69
2609,139.303988,36.3872978,-0.2536,0.5075,50.35,29.6
2610,139.345653,36.3872978,-0.2398,0.5388,49.32,28.32
2611,139.387318,36.3872978,-0.217,0.5581,48.23,29.51
2612,139.428983,36.3872978,-0.1948,0.5518,49.59,27.9
2613,139.470648,36.3872978,-0.1611,0.5671,50.09,28.82
2614,139.512313,36.3872978,-0.1393,0.5316,49.85,29.75
2615,139.553978,36.3872978,-0.1219,0.5729,51.54,29.07
2616,139.595643,36.3872978,-0.05788,0.56,48.85,29.04
2617,139.637308,36.3872978,0.01457,0.5855,49.16,28.8
2618,139.678973,36.3872978,0.03568,0.5919,49.85,29.37
2619,139.720638,36.3872978,0.1011,0.6035,50.48,28.51
2620,139.762303,36.3872978,0.1657,0.602,48.25,28.27
2621,139.803968,36.3872978,0.2347,0.5856,50.96,28.59
2622,139.845633,36.3872978,0.2846,0.5435,50.46,29.22
2623,139.887298,36.3872978,0.3441,0.5222,49.8,29.16
2624,139.928963,36.3872978,0.3918,0.4945,49.88,28.89
2625,139.970628,36.3872978,0.4191,0.4685,49.62,28.92
2626,140.012293,36.3872978,0.426,0.4875,50.15,28.9
2627,140.053958,36.3872978,0.4233,0.5171,49.69,28.8
2628,140.095623,36.3872978,0.4063,0.4886,48.55,29.53
2629,140.137288,36.3872978,0.399,0.468,49.74,27.88
2630,140.178953,36.3872978,0.3048,0.4954,49.5,28.05
2631,140.220618,36.3872978,0.2388,0.548,49.53,28.86
2632,140.262283,36.3872978,0.1895,0.5668,49.8,29.1
2633,140.303948,36.3872978,0.1244,0.5888,50.29,29.41
2634,140.345613,36.3872978,0.08944,0.5951,48.58,28.42
2635,140.387278,36.3872978,0.04417,0.6024,50.42,29.41
2636,140.428943,36.3872978,0.0387,0.6026,49.27,28.83
2637,140.470608,36.3872978,0.06892,0.5812,50.44,29
2638,140.512273,36.3872978,0.08145,0.5655,49.67,28.46
2639,140.553938,36.3872978,0.07129,0.5218,49.09,28.81
2640,140.595603,36.3872978,0.01822,0.5008,48.8,28.74
2641,140.637268,36.3872978,-0.02119,0.4554,50.59,28.71
2642,140.678933,36.3872978,-0.009861,0.52,51.23,28.95
2643,140.720598,36.3872978,0.03002,0.5772,51.32,28.97
2644,140.762263,36.3872978,0.08616,0.5884,51.01,28.42
2645,140.803928,36.3872978,0.1297,0.5861,51.78,29.08
2646,140.845593,36.3872978,0.1474,0.6139,50.33,29.08
2647,140.887258,36.3872978,0.1661,0.6425,50.21,28.83
2648,140.928923,36.3872978,0.1753,0.6524,51.33,28.71
2649,140.970588,36.3872978,0.1988,0.6318,49.64,29.76
2650,141.012253,36.3872978,0.1641,0.6227,50.75,29.22
2651,141.053918,36.3872978,0.1776,0.6696,51.31,29.04
2652,141.095583,36.3872978,0.1554,0.7663,50.05,29.04
2653,138.304028,36.4289628,0.3577,0.7575,52.01,28.39
2654,138.345693,36.4289628,0.3672,0.7018,50.44,28.89
2655,138.387358,36.4289628,0.3616,0.6343,48.34,29.26
2656,138.429023,36.4289628,0.3539,0.5681,48.93,28.69
2657,138.470688,36.4289628,0.4349,0.5326,50.97,28.63
2658,138.512353,36.4289628,0.4564,0.4795,51.36,28.65
2659,138.554018,36.4289628,0.3161,0.5109,49.19,28.69
2660,138.595683,36.4289628,0.1688,0.5583,49.94,29.9
2661,138.637348,36.4289628,0.03386,0.5742,49.89,29.04
2662,138.679013,36.4289628,-0.04629,0.5926,50.01,28.96
2663,138.720678,36.4289628,-0.1513,0.5787,49.98,28.83
2664,138.762343,36.4289628,-0.1959,0.589,49.74,29.61
2665,138.804008,36.4289628,-0.1897,0.5771,49.79,29.15
2666,138.845673,36.4289628,-0.2076,0.5742,51.07,29.14
2667,138.887338,36.4289628,-0.2188,0.5777,49.89,28.71
2668,138.929003,36.4289628,-0.2113,0.5889,48.73,28.99
2669,138.970668,36.4289628,-0.2133,0.6118,49.72,28.1
2670,139.012333,36.4289628,-0.1976,0.6038,48.74,28.56
2671,139.053998,36.4289628,-0.1847,0.5709,50.85,28.74
2672,139.095663,36.4289628,-0.1803,0.5485,49.54,28.58
2673,139.137328,36.4289628,-0.1785,0.5377,50.11,28.46
2674,139.178993,36.4289628,-0.2009,0.5282,50.48,29.53
2675,139.220658,36.4289628,-0.2979,0.5014,50.89,28.78
2676,139.262323,36.4289628,-0.3859,0.4953,47.83,29.56
2677,139.303988,36.4289628,-0.4893,0.4559,50.83,29.12
2678,139.345653,36.4289628,-0.3911,0.5264,49.69,29.22
2679,139.387318,36.4289628,-0.3107,0.5763,50.57,28.92
2680,139.428983,36.4289628,-0.257,0.5717,48.32,28.03
2681,139.470648,36.4289628,-0.2288,0.5613,49.38,29.23
2682,139.512313,36.4289628,-0.1939,0.5308,50.5,28.86
2683,139.553978,36.4289628,-0.1565,0.5274,48.48,28.31
2684,139.595643,36.4289628,-0.1084,0.5258,51.26,27.98
2685,139.637308,36.4289628,-0.03863,0.5904,50.63,29.4
2686,139.678973,36.4289628,0.03502,0.5721,50.12,28.66
2687,139.720638,36.4289628,0.09391,0.5874,50.68,29.34
2688,139.762303,36.4289628,0.1932,0.5868,52.28,29.08
2689,139.803968,36.4289628,0.2798,0.5685,50.39,29.15
2690,139.845633,36.4289628,0.3255,0.5421,49.95,29.07
2691,139.887298,36.4289628,0.3792,0.5249,50.04,28.73
2692,139.928963,36.4289628,0.4537,0.4708,51.42,29.1
2693,139.970628,36.4289628,0.5451,0.0505,0.4302,0.03665
2694,140.012293,36.4289628,0.4919,0.4588,49.1,28.81
2695,140.053958,36.4289628,0.4866,0.5185,49.02,28.16
2696,140.095623,36.4289628,0.4635,0.5071,50.05,29.04
2697,140.137288,36.4289628,0.4071,0.509,50.62,29.59
2698,140.178953,36.4289628,0.3098,0.5311,49.98,28.7
2699,140.220618,36.4289628,0.2201,0.5364,50.04,29.08
2700,140.262283,36.4289628,0.1192,0.5388,49.58,28.42
2701,140.303948,36.4289628,0.05957,0.5576,51.2,28.64
2702,140.345613,36.4289628,0.004706,0.5672,50.73,29.43
2703,140.387278,36.4289628,-0.02018,0.5558,49.73,28.78
2704,140.428943,36.4289628,-0.03142,0.5705,51.74,29.51
2705,140.470608,36.4289628,-0.01734,0.5514,50.44,29.95
2706,140.512273,36.4289628,0.01978,0.5519,50.21,28.17
2707,140.553938,36.4289628,0.005895,0.5275,49.52,28.39
2708,140.595603,36.4289628,-0.05463,0.4968,49.63,28.01
2709,140.637268,36.4289628,-0.07117,0.5007,48.71,28.5
2710,140.678933,36.4289628,-0.0628,0.5126,50.21,28.5
2711,140.720598,36.4289628,-0.02173,0.5587,51.62,29.18
2712,140.762263,36.4289628,0.02497,0.574,50.98,28.65
2713,140.803928,36.4289628,0.08141,0.5735,49.98,29.48
2714,140.845593,36.4289628,0.1182,0.5952,50.38,29.25
2715,140.887258,36.4289628,0.1551,0.6175,49.55,28.57
2716,140.928923,36.4289628,0.1925,0.6228,47.7,28.25
2717,140.970588,36.4289628,0.201,0.6315,49.5,28.65
2718,141.012253,36.4289628,0.1794,0.6568,50.85,29.19
2719,141.053918,36.4289628,0.1828,0.6753,51.26,29.15
2720,141.095583,36.4289628,0.1842,0.7492,51.28,28.52
2721,138.304028,36.4706278,0.3836,0.7836,48.94,28.29
2722,138.345693,36.4706278,0.4008,0.6917,48.6,29.05
2723,138.387358,36.4706278,0.3714,0.6683,51.02,29.02
2724,138.429023,36.4706278,0.392,0.5788,49.2,28.5
2725,138.470688,36.4706278,0.4985,0.493,49.54,29.59
2726,138.512353,36.4706278,0.784,0.09252,0.4361,0.07074
2727,138.554018,36.4706278,0.4483,0.4896,50.91,29.13
2728,138.595683,36.4706278,0.2417,0.5661,50.14,29.38
2729,138.637348,36.4706278,0.09548,0.5858,50.19,28.56
2730,138.679013,36.4706278,-0.009458,0.5813,50.93,28.6
2731,138.720678,36.4706278,-0.1171,0.5721,51.08,29.29
2732,138.762343,36.4706278,-0.1798,0.592,49.7,28.44
2733,138.804008,36.4706278,-0.1898,0.605,49.38,28.53
2734,138.845673,36.4706278,-0.2246,0.5751,49.92,29.17
2735,138.887338,36.4706278,-0.242,0.5962,49.59,28.11
2736,138.929003,36.4706278,-0.2412,0.6147,49.89,29.14
2737,138.970668,36.4706278,-0.2307,0.6206,50.3,29.41
2738,139.012333,36.4706278,-0.2509,0.6098,49.86,28.64
2739,139.053998,36.4706278,-0.232,0.5689,51.23,28.9
2740,139.095663,36.4706278,-0.2233,0.5574,51.35,28.96
2741,139.137328,36.4706278,-0.2437,0.5526,50.58,29.35
2742,139.178993,36.4706278,-0.3018,0.5453,50.18,29.23
2743,139.220658,36.4706278,-0.4178,0.5313,49.01,29.13
2744,139.262323,36.4706278,-0.5686,0.4776,50.33,29.33
2745,139.303988,36.4706278,-0.9206,0.07097,0.4181,0.05058
2746,139.345653,36.4706278,-0.5604,0.478,50.31,28.45
2747,139.387318,36.4706278,-0.4022,0.5375,48.22,28.73
2748,139.428983,36.4706278,-0.3459,0.5743,51.63,28.96
2749,139.470648,36.4706278,-0.2982,0.5503,50.45,28.69
2750,139.512313,36.4706278,-0.2552,0.5571,49.67,29.68
2751,139.553978,36.4706278,-0.2162,0.519,49.9,29.16
2752,139.595643,36.4706278,-0.1899,0.5116,50.64,28.87
2753,139.637308,36.4706278,-0.1012,0.555,49.9,28.69
2754,139.678973,36.4706278,-0.01168,0.5668,50.87,29.34
2755,139.720638,36.4706278,0.09096,0.5685,49.91,28.28
2756,139.762303,36.4706278,0.1996,0.5652,50.01,29.07
2757,139.803968,36.4706278,0.2896,0.5455,51.71,29.14
2758,139.845633,36.4706278,0.3156,0.5379,47.9,28.53
2759,139.887298,36.4706278,0.3782,0.5495,49.45,28.98
2760,139.928963,36.4706278,0.4421,0.5275,49.38,27.86
2761,139.970628,36.4706278,0.4925,0.4787,50.36,29.38
2762,140.012293,36.4706278,0.5079,0.4991,49.06,28.27
2763,140.053958,36.4706278,0.5612,0.5107,50.45,29.26
2764,140.095623,36.4706278,0.5363,0.5104,49.72,28.95
2765,140.137288,36.4706278,0.4355,0.5133,51.05,28.53
2766,140.178953,36.4706278,0.2877,0.5142,51.98,28.65
2767,140.220618,36.4706278,0.1692,0.5094,50.66,29.2
2768,140.262283,36.4706278,0.06492,0.5027,51.27,29.25
2769,140.303948,36.4706278,-0.04453,0.5103,50.45,29.12
2770,140.345613,36.4706278,-0.09528,0.5342,48.82,28.71
2771,140.387278,36.4706278,-0.1017,0.5235,49.88,29.5
2772,140.428943,36.4706278,-0.05614,0.5646,49.94,28.67
2773,140.470608,36.4706278,-0.06229,0.55,50.34,28.55
2774,140.512273,36.4706278,-0.05884,0.5354,49.79,28.87
2775,140.553938,36.4706278,-0.08451,0.5553,49.91,29.44
2776,140.595603,36.4706278,-0.09786,0.5364,49.73,29.14
2777,140.637268,36.4706278,-0.1203,0.5187,50.32,29.71
2778,140.678933,36.4706278,-0.1082,0.5576,51,28.88
2779,140.720598,36.4706278,-0.06146,0.5391,51.73,29.49
2780,140.762263,36.4706278,-3.74E-04,0.5626,50.32,29.43
2781,140.803928,36.4706278,0.03027,0.563,49.99,28.42
2782,140.845593,36.4706278,0.08494,0.5769,49.05,29.47
2783,140.887258,36.4706278,0.1269,0.607,49.42,29.1
2784,140.928923,36.4706278,0.1847,0.6018,50.28,28.8
2785,140.970588,36.4706278,0.1914,0.6289,48.98,28.25
2786,141.012253,36.4706278,0.1943,0.6494,51.48,29.23
2787,141.053918,36.4706278,0.1935,0.6594,49.69,28.03
2788,141.095583,36.4706278,0.2219,0.7292,48.81,29.59
2789,138.304028,36.5122928,0.3425,0.7951,51.43,29.33
2790,138.345693,36.5122928,0.3552,0.7232,52.27,28.97
2791,138.387358,36.5122928,0.3414,0.6716,49.18,28.5
2792,138.429023,36.5122928,0.3607,0.6185,49.45,28.63
2793,138.470688,36.5122928,0.4162,0.5909,51.23,28.84
2794,138.512353,36.5122928,0.47,0.5116,49.21,29.43
2795,138.554018,36.5122928,0.3664,0.5694,51.87,28.81
2796,138.595683,36.5122928,0.2299,0.5761,50.1,28.7
2797,138.637348,36.5122928,0.1113,0.5967,50.43,29.54
2798,138.679013,36.5122928,-0.01531,0.5883,48.67,29.08
2799,138.720678,36.5122928,-0.09679,0.5821,49.71,29.25
2800,138.762343,36.5122928,-0.1726,0.5731,51.68,28.69
2801,138.804008,36.5122928,-0.214,0.5733,50.27,28.97
2802,138.845673,36.5122928,-0.2572,0.5663,50.94,28.7
2803,138.887338,36.5122928,-0.2754,0.5661,50.07,29.15
2804,138.929003,36.5122928,-0.3145,0.5686,50.72,28.37
2805,138.970668,36.5122928,-0.3118,0.5784,49.5,28.85
2806,139.012333,36.5122928,-0.3087,0.6048,49.14,28.67
2807,139.053998,36.5122928,-0.2728,0.5993,50.16,29.51
2808,139.095663,36.5122928,-0.2872,0.5898,49.52,29.14
2809,139.137328,36.5122928,-0.291,0.5873,50.56,29.15
2810,139.178993,36.5122928,-0.3428,0.5678,50.93,28.77
2811,139.220658,36.5122928,-0.4295,0.5362,50.39,29.42
2812,139.262323,36.5122928,-0.5337,0.5128,49.57,28.88
2813,139.303988,36.5122928,-0.6334,0.4884,51.5,28.75
2814,139.345653,36.5122928,-0.5282,0.5103,50.36,28.56
2815,139.387318,36.5122928,-0.4411,0.5377,49.11,28.87
2816,139.428983,36.5122928,-0.3923,0.5361,51.83,28.61
2817,139.470648,36.5122928,-0.3463,0.5357,50.24,28.91
2818,139.512313,36.5122928,-0.338,0.5217,49.23,28.11
2819,139.553978,36.5122928,-0.3182,0.5186,48.74,28.52
2820,139.595643,36.5122928,-0.3473,0.4652,48.82,29.3
2821,139.637308,36.5122928,-0.2178,0.5012,49.95,28.76
2822,139.678973,36.5122928,-0.06671,0.5625,50.67,29.39
2823,139.720638,36.5122928,0.06317,0.5523,50.62,28.52
2824,139.762303,36.5122928,0.1545,0.5505,50.57,29.06
2825,139.803968,36.5122928,0.2514,0.5446,51.4,28.21
2826,139.845633,36.5122928,0.3058,0.5006,50.55,28.67
2827,139.887298,36.5122928,0.3619,0.5291,48.75,28.79
2828,139.928963,36.5122928,0.4354,0.5442,51.64,28.93
2829,139.970628,36.5122928,0.4696,0.513,49.87,29.18
2830,140.012293,36.5122928,0.5396,0.513,48.06,28.38
2831,140.053958,36.5122928,0.6419,0.5044,50.09,28.96
2832,140.095623,36.5122928,0.7009,0.4661,48.3,29.3
2833,140.137288,36.5122928,0.5206,0.5037,49.97,28.93
2834,140.178953,36.5122928,0.3034,0.5127,50.54,29.29
2835,140.220618,36.5122928,0.1388,0.4823,50.39,28.17
2836,140.262283,36.5122928,-0.01934,0.4737,51.81,28.97
